player_id,player_name,position,birth_year,draft_year,draft_round,draft_pick,draft_ovr,height,weight,college,season,season_type,team,conference,division,shotgun,no_huddle,qb_dropback,qb_scramble,pass_attempts,complete_pass,incomplete_pass,passing_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,receptions,targets,passing_air_yards,receiving_air_yards,receiving_touchdown,pass_attempts_redzone,complete_pass_redzone,pass_touchdown_redzone,pass_attempts_gtg,complete_pass_gtg,pass_touchdown_gtg,receptions_redzone,targets_redzone,receiving_touchdown_redzone,receptions_gtg,targets_gtg,receiving_touchdown_gtg,rush_attempts_redzone,rush_touchdown_redzone,rush_attempts_gtg,rush_touchdown_gtg,fantasy_points_ppr,fantasy_points_standard,offense_snaps,team_offense_snaps,total_tds,touches,total_yards,depth_team,games_missed,offense_pct,age,years_exp,games_played_season,games_played_career,season_shotgun,season_no_huddle,season_qb_dropback,season_qb_scramble,season_pass_attempts,season_complete_pass,season_incomplete_pass,season_passing_yards,season_receiving_yards,season_yards_after_catch,season_rush_attempts,season_rushing_yards,season_tackled_for_loss,season_first_down_pass,season_first_down_rush,season_third_down_converted,season_third_down_failed,season_fourth_down_converted,season_fourth_down_failed,season_rush_touchdown,season_pass_touchdown,season_safety,season_interception,season_fumble,season_fumble_lost,season_fumble_forced,season_fumble_not_forced,season_fumble_out_of_bounds,season_receptions,season_targets,season_passing_air_yards,season_receiving_air_yards,season_receiving_touchdown,season_pass_attempts_redzone,season_complete_pass_redzone,season_pass_touchdown_redzone,season_pass_attempts_gtg,season_complete_pass_gtg,season_pass_touchdown_gtg,season_receptions_redzone,season_targets_redzone,season_receiving_touchdown_redzone,season_receptions_gtg,season_targets_gtg,season_receiving_touchdown_gtg,season_rush_attempts_redzone,season_rush_touchdown_redzone,season_rush_attempts_gtg,season_rush_touchdown_gtg,season_fantasy_points_ppr,season_fantasy_points_standard,season_offense_snaps,season_team_offense_snaps,season_total_tds,season_touches,season_total_yards,career_shotgun,career_no_huddle,career_qb_dropback,career_qb_scramble,career_pass_attempts,career_complete_pass,career_incomplete_pass,career_passing_yards,career_receiving_yards,career_yards_after_catch,career_rush_attempts,career_rushing_yards,career_tackled_for_loss,career_first_down_pass,career_first_down_rush,career_third_down_converted,career_third_down_failed,career_fourth_down_converted,career_fourth_down_failed,career_rush_touchdown,career_pass_touchdown,career_safety,career_interception,career_fumble,career_fumble_lost,career_fumble_forced,career_fumble_not_forced,career_fumble_out_of_bounds,career_receptions,career_targets,career_passing_air_yards,career_receiving_air_yards,career_receiving_touchdown,career_pass_attempts_redzone,career_complete_pass_redzone,career_pass_touchdown_redzone,career_pass_attempts_gtg,career_complete_pass_gtg,career_pass_touchdown_gtg,career_receptions_redzone,career_targets_redzone,career_receiving_touchdown_redzone,career_receptions_gtg,career_targets_gtg,career_receiving_touchdown_gtg,career_rush_attempts_redzone,career_rush_touchdown_redzone,career_rush_attempts_gtg,career_rush_touchdown_gtg,career_fantasy_points_ppr,career_fantasy_points_standard,career_offense_snaps,career_team_offense_snaps,career_total_tds,career_touches,career_total_yards,season_average_shotgun,career_average_shotgun,season_average_no_huddle,career_average_no_huddle,season_average_qb_dropback,career_average_qb_dropback,season_average_qb_scramble,career_average_qb_scramble,season_average_pass_attempts,career_average_pass_attempts,season_average_complete_pass,career_average_complete_pass,season_average_incomplete_pass,career_average_incomplete_pass,season_average_passing_yards,career_average_passing_yards,season_average_receiving_yards,career_average_receiving_yards,season_average_yards_after_catch,career_average_yards_after_catch,season_average_rush_attempts,career_average_rush_attempts,season_average_rushing_yards,career_average_rushing_yards,season_average_tackled_for_loss,career_average_tackled_for_loss,season_average_first_down_pass,career_average_first_down_pass,season_average_first_down_rush,career_average_first_down_rush,season_average_third_down_converted,career_average_third_down_converted,season_average_third_down_failed,career_average_third_down_failed,season_average_fourth_down_converted,career_average_fourth_down_converted,season_average_fourth_down_failed,career_average_fourth_down_failed,season_average_rush_touchdown,career_average_rush_touchdown,season_average_pass_touchdown,career_average_pass_touchdown,season_average_safety,career_average_safety,season_average_interception,career_average_interception,season_average_fumble,career_average_fumble,season_average_fumble_lost,career_average_fumble_lost,season_average_fumble_forced,career_average_fumble_forced,season_average_fumble_not_forced,career_average_fumble_not_forced,season_average_fumble_out_of_bounds,career_average_fumble_out_of_bounds,season_average_receptions,career_average_receptions,season_average_targets,career_average_targets,season_average_passing_air_yards,career_average_passing_air_yards,season_average_receiving_air_yards,career_average_receiving_air_yards,season_average_receiving_touchdown,career_average_receiving_touchdown,season_average_pass_attempts_redzone,career_average_pass_attempts_redzone,season_average_complete_pass_redzone,career_average_complete_pass_redzone,season_average_pass_touchdown_redzone,career_average_pass_touchdown_redzone,season_average_pass_attempts_gtg,career_average_pass_attempts_gtg,season_average_complete_pass_gtg,career_average_complete_pass_gtg,season_average_pass_touchdown_gtg,career_average_pass_touchdown_gtg,season_average_receptions_redzone,career_average_receptions_redzone,season_average_targets_redzone,career_average_targets_redzone,season_average_receiving_touchdown_redzone,career_average_receiving_touchdown_redzone,season_average_receptions_gtg,career_average_receptions_gtg,season_average_targets_gtg,career_average_targets_gtg,season_average_receiving_touchdown_gtg,career_average_receiving_touchdown_gtg,season_average_rush_attempts_redzone,career_average_rush_attempts_redzone,season_average_rush_touchdown_redzone,career_average_rush_touchdown_redzone,season_average_rush_attempts_gtg,career_average_rush_attempts_gtg,season_average_rush_touchdown_gtg,career_average_rush_touchdown_gtg,season_average_fantasy_points_ppr,career_average_fantasy_points_ppr,season_average_fantasy_points_standard,career_average_fantasy_points_standard,season_average_offense_snaps,career_average_offense_snaps,season_average_team_offense_snaps,career_average_team_offense_snaps,season_average_total_tds,career_average_total_tds,season_average_touches,career_average_touches,season_average_total_yards,career_average_total_yards
00-0033949,Joshua Dobbs,QB,1995,2017,4,27,135,75,220,Tennessee,2023,REG,ARI,NFC,West,413,57,484,34,407,262,145,2464,0,1003,79,421,3,126,31,62,95,7,13,6,13,1,10,13,7,9,5,0,0,0,3320,0,0,49,30,11,8,7,6,0,0,0,0,0,0,13,4,4,1,213.66,213.66,854,884,19,486,2885,1,4,1,28,6,13,20,413,57,484,34,407,262,145,2464,0,1003,79,421,3,126,31,62,95,7,13,6,13,1,10,13,7,9,5,0,0,0,3320,0,0,49,30,11,8,7,6,0,0,0,0,0,0,13,4,4,1,213.66,213.66,854,884,1.46,37.38,221.92,456,58,538,38,451,292,159,2688,0,1143,90,484,3,142,37,69,109,9,15,6,14,1,12,15,8,11,5,0,0,0,3566,0,0,51,32,11,9,8,6,0,0,0,0,0,0,13,4,4,1,227.92,227.92,967,1394,1,27.05,158.6,31.77,76,4.38,9.67,37.23,89.67,2.62,6.33,31.31,75.17,20.15,48.67,11.15,26.5,189.54,448,0,0,77.15,190.5,6.08,15,32.38,80.67,0.23,0.5,9.69,23.67,2.38,6.17,4.77,11.5,7.31,18.17,0.54,1.5,1,2.5,0.46,1,1,2.33,0.08,0.17,0.77,2,1,2.5,0.54,1.33,0.69,1.83,0.38,0.83,0,0,0,0,0,0,255.38,594.33,0,0,0,0,3.77,8.5,2.31,5.33,0.85,1.83,0.62,1.5,0.54,1.33,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.17,0.31,0.67,0.31,0.67,0.08,0.17,16.44,37.99,16.44,37.99,65.69,161.17,68,232.33,1.46,3.33,37.38,90.17,221.92,528.67
00-0033949,Joshua Dobbs,QB,1995,2017,4,27,135,75,220,Tennessee,2023,REG,ARI,NFC,West,272,31,297,12,261,167,94,1569,0,649,49,258,3,82,19,38,56,3,10,3,8,0,5,7,4,6,2,0,0,0,2198,0,0,30,19,7,5,4,4,0,0,0,0,0,0,8,1,4,1,132.56,132.56,535,535,11,310,1827,1,4,1,28,6,13,20,413,57,484,34,407,262,145,2464,0,1003,79,421,3,126,31,62,95,7,13,6,13,1,10,13,7,9,5,0,0,0,3320,0,0,49,30,11,8,7,6,0,0,0,0,0,0,13,4,4,1,213.66,213.66,854,884,1.46,37.38,221.92,456,58,538,38,451,292,159,2688,0,1143,90,484,3,142,37,69,109,9,15,6,14,1,12,15,8,11,5,0,0,0,3566,0,0,51,32,11,9,8,6,0,0,0,0,0,0,13,4,4,1,227.92,227.92,967,1394,1,27.05,158.6,31.77,76,4.38,9.67,37.23,89.67,2.62,6.33,31.31,75.17,20.15,48.67,11.15,26.5,189.54,448,0,0,77.15,190.5,6.08,15,32.38,80.67,0.23,0.5,9.69,23.67,2.38,6.17,4.77,11.5,7.31,18.17,0.54,1.5,1,2.5,0.46,1,1,2.33,0.08,0.17,0.77,2,1,2.5,0.54,1.33,0.69,1.83,0.38,0.83,0,0,0,0,0,0,255.38,594.33,0,0,0,0,3.77,8.5,2.31,5.33,0.85,1.83,0.62,1.5,0.54,1.33,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.17,0.31,0.67,0.31,0.67,0.08,0.17,16.44,37.99,16.44,37.99,65.69,161.17,68,232.33,1.46,3.33,37.38,90.17,221.92,528.67
00-0033949,Joshua Dobbs,QB,1995,2017,4,27,135,75,220,Tennessee,2023,REG,MIN,NFC,North,112,22,148,17,116,75,41,737,0,288,23,97,0,34,8,17,33,3,3,2,3,0,5,3,1,1,2,0,0,0,924,0,0,11,5,2,2,2,1,0,0,0,0,0,0,2,2,0,0,56.18,56.18,255,274,5,139,834,1,4,0.930656934,28,6,13,20,413,57,484,34,407,262,145,2464,0,1003,79,421,3,126,31,62,95,7,13,6,13,1,10,13,7,9,5,0,0,0,3320,0,0,49,30,11,8,7,6,0,0,0,0,0,0,13,4,4,1,213.66,213.66,854,884,1.46,37.38,221.92,456,58,538,38,451,292,159,2688,0,1143,90,484,3,142,37,69,109,9,15,6,14,1,12,15,8,11,5,0,0,0,3566,0,0,51,32,11,9,8,6,0,0,0,0,0,0,13,4,4,1,227.92,227.92,967,1394,1,27.05,158.6,31.77,76,4.38,9.67,37.23,89.67,2.62,6.33,31.31,75.17,20.15,48.67,11.15,26.5,189.54,448,0,0,77.15,190.5,6.08,15,32.38,80.67,0.23,0.5,9.69,23.67,2.38,6.17,4.77,11.5,7.31,18.17,0.54,1.5,1,2.5,0.46,1,1,2.33,0.08,0.17,0.77,2,1,2.5,0.54,1.33,0.69,1.83,0.38,0.83,0,0,0,0,0,0,255.38,594.33,0,0,0,0,3.77,8.5,2.31,5.33,0.85,1.83,0.62,1.5,0.54,1.33,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.17,0.31,0.67,0.31,0.67,0.08,0.17,16.44,37.99,16.44,37.99,65.69,161.17,68,232.33,1.46,3.33,37.38,90.17,221.92,528.67
00-0033949,Joshua Dobbs,QB,1995,2017,4,27,135,75,220,Tennessee,2023,REG,MIN,NFC,West,29,4,39,5,30,20,10,158,0,66,7,66,0,10,4,7,6,1,0,1,2,1,0,3,2,2,1,0,0,0,198,0,0,8,6,2,1,1,1,0,0,0,0,0,0,3,1,0,0,24.92,24.92,64,75,3,37,224,1,4,0.853333333,28,6,13,20,413,57,484,34,407,262,145,2464,0,1003,79,421,3,126,31,62,95,7,13,6,13,1,10,13,7,9,5,0,0,0,3320,0,0,49,30,11,8,7,6,0,0,0,0,0,0,13,4,4,1,213.66,213.66,854,884,1.46,37.38,221.92,456,58,538,38,451,292,159,2688,0,1143,90,484,3,142,37,69,109,9,15,6,14,1,12,15,8,11,5,0,0,0,3566,0,0,51,32,11,9,8,6,0,0,0,0,0,0,13,4,4,1,227.92,227.92,967,1394,1,27.05,158.6,31.77,76,4.38,9.67,37.23,89.67,2.62,6.33,31.31,75.17,20.15,48.67,11.15,26.5,189.54,448,0,0,77.15,190.5,6.08,15,32.38,80.67,0.23,0.5,9.69,23.67,2.38,6.17,4.77,11.5,7.31,18.17,0.54,1.5,1,2.5,0.46,1,1,2.33,0.08,0.17,0.77,2,1,2.5,0.54,1.33,0.69,1.83,0.38,0.83,0,0,0,0,0,0,255.38,594.33,0,0,0,0,3.77,8.5,2.31,5.33,0.85,1.83,0.62,1.5,0.54,1.33,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.17,0.31,0.67,0.31,0.67,0.08,0.17,16.44,37.99,16.44,37.99,65.69,161.17,68,232.33,1.46,3.33,37.38,90.17,221.92,528.67
00-0034115,Jeff Wilson,RB,1995,2018,0,0,0,72,205,North Texas,2023,REG,MIA,AFC,East,38,1,14,0,0,0,0,0,67,54,36,165,0,3,6,3,8,1,0,0,0,0,0,0,0,0,0,0,11,14,0,43,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,34.2,23.2,121,445,0,47,232,3,10,0.271910112,27,5,7,46,38,1,14,0,0,0,0,0,67,54,36,165,0,3,6,3,8,1,0,0,0,0,0,0,0,0,0,0,11,14,0,43,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,0,34.2,23.2,121,445,0,6.71,33.14,204,8,86,0,0,0,0,0,431,348,424,1910,33,20,96,18,33,3,1,14,5,0,1,7,4,7,0,0,55,85,0,179,5,0,0,0,0,0,0,12,18,3,1,2,1,75,12,21,9,389.1,334.1,1190,2975,0.52,10.41,50.89,5.43,40.8,0.14,1.6,2,17.2,0,0,0,0,0,0,0,0,0,0,9.57,86.2,7.71,69.6,5.14,84.8,23.57,382,0,6.6,0.43,4,0.86,19.2,0.43,3.6,1.14,6.6,0.14,0.6,0,0.2,0,2.8,0,1,0,0,0,0.2,0,1.4,0,0.8,0,1.4,0,0,0,0,1.57,11,2,17,0,0,6.14,35.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.14,3.6,0,0.6,0,0.2,0,0.4,0,0.2,1.29,15,0,2.4,0.14,4.2,0,1.8,4.89,77.82,3.31,66.82,17.29,238,63.57,595,0,4.8,6.71,95.8,33.14,468.2
00-0034184,Gus Edwards,RB,1995,2018,0,0,0,73,238,Rutgers,2023,REG,BAL,AFC,North,128,15,13,0,0,0,0,0,180,145,199,810,13,5,49,11,5,3,1,13,0,0,0,3,2,3,0,0,12,13,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13,24,12,183,171,470,1127,13,211,990,1,0,0.41703638,28,5,17,60,128,15,13,0,0,0,0,0,180,145,199,810,13,5,49,11,5,3,1,13,0,0,0,3,2,3,0,0,12,13,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,40,13,24,12,183,171,470,1127,0.76,12.41,58.24,551,18,34,0,0,0,0,0,367,296,625,3070,31,12,181,50,23,7,2,23,0,0,0,6,4,6,0,0,29,34,0,81,0,0,0,0,0,0,0,2,2,0,0,0,0,109,22,46,15,498.7,469.7,1514,4025,0.38,10.9,57.28,7.53,110.2,0.88,3.6,0.76,6.8,0,0,0,0,0,0,0,0,0,0,10.59,73.4,8.53,59.2,11.71,125,47.65,614,0.76,6.2,0.29,2.4,2.88,36.2,0.65,10,0.29,4.6,0.18,1.4,0.06,0.4,0.76,4.6,0,0,0,0,0,0,0.18,1.2,0.12,0.8,0.18,1.2,0,0,0,0,0.71,5.8,0.76,6.8,0,0,1.88,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,2.35,21.8,0.76,4.4,1.41,9.2,0.71,3,10.76,99.74,10.06,93.94,27.65,302.8,66.29,805,0.76,4.6,12.41,130.8,58.24,687.4
00-0034270,Tyler Conklin,TE,1995,2018,5,20,157,75,248,Central Michigan,2023,REG,NYJ,AFC,East,79,10,87,0,0,0,0,0,621,246,1,0,0,27,0,12,21,2,5,0,0,0,1,0,0,0,0,0,61,86,0,595,0,0,0,0,0,0,0,4,9,0,0,1,0,0,0,0,0,121.1,60.1,772,1101,0,62,621,1,0,0.701180745,28,5,17,67,79,10,87,0,0,0,0,0,621,246,1,0,0,27,0,12,21,2,5,0,0,0,1,0,0,0,0,0,61,86,0,595,0,0,0,0,0,0,0,4,9,0,0,1,0,0,0,0,0,121.1,60.1,772,1101,0,3.65,36.53,223,30,304,0,0,0,0,0,2095,1031,3,3,0,94,2,37,58,4,8,0,7,0,3,4,0,4,0,1,212,301,0,1910,7,0,0,0,0,0,0,18,30,7,3,5,3,1,0,1,0,457.8,245.8,3081,4453,0.21,3.21,31.31,4.65,44.6,0.59,6,5.12,60.8,0,0,0,0,0,0,0,0,0,0,36.53,419,14.47,206.2,0.06,0.6,0,0.6,0,0,1.59,18.8,0,0.4,0.71,7.4,1.24,11.6,0.12,0.8,0.29,1.6,0,0,0,1.4,0,0,0.06,0.6,0,0.8,0,0,0,0.8,0,0,0,0.2,3.59,42.4,5.06,60.2,0,0,35,382,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.24,3.6,0.53,6,0,1.4,0,0.6,0.06,1,0,0.6,0,0.2,0,0,0,0.2,0,0,7.12,91.56,3.54,49.16,45.41,616.2,64.76,890.6,0,2.8,3.65,43,36.53,419.6
00-0034272,Marquez Valdes-Scantling,WR,1994,2018,5,37,174,76,206,South Florida,2023,REG,KC,AFC,West,41,1,42,0,0,0,0,0,315,92,0,0,0,14,0,5,8,0,1,0,1,0,1,1,1,1,0,0,21,41,0,742,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,53.5,32.5,618,1073,2,21,315,1,1,0.575955266,28,5,16,85,41,1,42,0,0,0,0,0,315,92,0,0,0,14,0,5,8,0,1,0,1,0,1,1,1,1,0,0,21,41,0,742,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,53.5,32.5,618,1073,0.12,1.31,19.69,308,22,365,0,0,0,0,0,3092,952,9,48,2,125,3,42,70,1,7,0,16,0,6,2,2,2,0,0,182,357,0,5746,16,0,0,0,0,0,0,13,39,7,3,9,3,2,0,0,0,574,392,3635,5676,0.38,2.25,36.94,2.56,61.6,0.06,4.4,2.62,73,0,0,0,0,0,0,0,0,0,0,19.69,618.4,5.75,190.4,0,1.8,0,9.6,0,0.4,0.88,25,0,0.6,0.31,8.4,0.5,14,0,0.2,0.06,1.4,0,0,0.06,3.2,0,0,0.06,1.2,0.06,0.4,0.06,0.4,0.06,0.4,0,0,0,0,1.31,36.4,2.56,71.4,0,0,46.38,1149.2,0.06,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0.12,2.6,0.31,7.8,0,1.4,0,0.6,0,1.8,0,0.6,0,0.4,0,0,0,0,0,0,3.34,114.8,2.03,78.4,38.62,727,67.06,1135.2,0.12,6.4,1.31,38.2,19.69,628
00-0034286,Richie James,WR,1995,2018,7,22,240,69,185,Middle Tennessee State,2023,REG,KC,AFC,West,14,1,14,0,0,0,0,0,114,61,0,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,10,14,0,129,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21.4,11.4,128,529,0,10,114,2,9,0.241965974,27,5,8,42,14,1,14,0,0,0,0,0,114,61,0,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,10,14,0,129,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21.4,11.4,128,529,0,1.25,14.25,127,15,143,0,0,0,0,0,1369,631,4,5,1,57,0,18,30,1,1,0,7,0,3,1,1,0,1,0,105,140,0,1186,7,0,0,0,0,0,0,15,17,5,2,2,1,2,0,1,0,275.4,170.4,1334,2838,0.33,2.6,32.71,1.75,25.4,0.12,3,1.75,28.6,0,0,0,0,0,0,0,0,0,0,14.25,273.8,7.62,126.2,0,0.8,0,1,0,0.2,0.62,11.4,0,0,0.25,3.6,0.25,6,0,0.2,0,0.2,0,0,0,1.4,0,0,0,0.6,0,0.2,0,0.2,0,0,0,0.2,0,0,1.25,21,1.75,28,0,0,16.12,237.2,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.12,3,0.12,3.4,0,1,0,0.4,0,0.4,0,0.2,0,0.4,0,0,0,0.2,0,0,2.68,55.08,1.42,34.08,16,266.8,66.12,567.6,0,2.8,1.25,21.8,14.25,274.8
00-0034348,Courtland Sutton,WR,1995,2018,2,8,40,76,216,SMU,2023,REG,DEN,AFC,West,76,11,91,0,0,0,0,0,772,156,0,0,0,37,0,13,13,2,1,0,10,0,2,3,3,3,0,0,59,88,0,1060,10,0,0,0,0,0,0,13,18,8,1,2,1,0,0,0,0,183.2,124.2,782,1003,20,59,772,1,1,0.779661017,27,5,16,81,76,11,91,0,0,0,0,0,772,156,0,0,0,37,0,13,13,2,1,0,10,0,2,3,3,3,0,0,59,88,0,1060,10,0,0,0,0,0,0,13,18,8,1,2,1,0,0,0,0,183.2,124.2,782,1003,1.25,3.69,48.25,421,47,517,0,2,2,0,54,4259,962,5,21,1,195,1,64,92,10,8,0,24,0,15,5,3,5,0,2,298,496,52,6632,24,0,0,0,0,0,0,39,69,16,4,13,3,1,0,0,0,833.16,535.16,4367,5247,0.59,3.77,53.51,4.75,84.2,0.69,9.4,5.69,103.4,0,0,0,0.4,0,0.4,0,0,0,10.8,48.25,851.8,9.75,192.4,0,1,0,4.2,0,0.2,2.31,39,0,0.2,0.81,12.8,0.81,18.4,0.12,2,0.06,1.6,0,0,0.62,4.8,0,0,0.12,3,0.19,1,0.19,0.6,0.19,1,0,0,0,0.4,3.69,59.6,5.5,99.2,0,10.4,66.25,1326.4,0.62,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0.81,7.8,1.12,13.8,0.5,3.2,0.06,0.8,0.12,2.6,0.06,0.6,0,0.2,0,0,0,0,0,0,11.45,166.63,7.76,107.03,48.88,873.4,62.69,1049.4,1.25,9.6,3.69,61,48.25,866.8
00-0034351,Dallas Goedert,TE,1995,2018,2,17,49,77,256,South Dakota State,2023,REG,PHI,NFC,East,69,6,70,0,0,0,0,0,532,282,0,0,0,30,0,11,7,2,1,0,3,0,3,0,0,0,0,0,51,67,0,395,3,0,0,0,0,0,0,5,9,3,0,1,0,0,0,0,0,116.2,65.2,705,830,6,51,532,1,5,0.84939759,28,5,12,75,69,6,70,0,0,0,0,0,532,282,0,0,0,30,0,11,7,2,1,0,3,0,3,0,0,0,0,0,51,67,0,395,3,0,0,0,0,0,0,5,9,3,0,1,0,0,0,0,0,116.2,65.2,705,830,0.5,4.25,44.33,344,52,395,0,0,0,0,0,3305,1731,0,0,0,177,0,47,34,4,6,0,22,0,10,4,3,4,0,1,286,385,0,2641,22,0,0,0,0,0,0,35,49,16,9,11,9,0,0,0,0,719.5,433.5,3855,5190,0.59,3.81,44.07,5.75,68.8,0.5,10.4,5.83,79,0,0,0,0,0,0,0,0,0,0,44.33,661,23.5,346.2,0,0,0,0,0,0,2.5,35.4,0,0,0.92,9.4,0.58,6.8,0.17,0.8,0.08,1.2,0,0,0.25,4.4,0,0,0.25,2,0,0.8,0,0.6,0,0.8,0,0,0,0.2,4.25,57.2,5.58,77,0,0,32.92,528.2,0.25,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0.42,7,0.75,9.8,0.25,3.2,0,1.8,0.08,2.2,0,1.8,0,0,0,0,0,0,0,0,9.68,143.9,5.43,86.7,58.75,771,69.17,1038,0.5,8.8,4.25,57.2,44.33,661
00-0034383,Dalton Schultz,TE,1996,2018,4,37,137,77,242,Stanford,2023,REG,HOU,AFC,South,67,6,78,0,0,0,0,0,597,237,0,0,0,33,0,13,13,2,1,0,5,0,2,1,1,1,0,0,53,75,0,611,5,0,0,0,0,0,0,7,12,5,1,2,1,0,0,0,0,135.7,82.7,617,849,10,53,597,2,4,0.726737338,27,5,13,70,67,6,78,0,0,0,0,0,597,237,0,0,0,33,0,13,13,2,1,0,5,0,2,1,1,1,0,0,53,75,0,611,5,0,0,0,0,0,0,7,12,5,1,2,1,0,0,0,0,135.7,82.7,617,849,0.77,4.08,45.92,294,67,381,0,0,0,0,0,2719,1128,0,0,0,142,0,40,39,6,2,0,22,0,10,3,3,3,0,0,264,368,0,2666,22,0,0,0,0,0,0,34,57,19,5,10,5,0,0,0,0,638.9,374.9,3642,4921,0.63,3.77,38.84,5.15,58.8,0.46,13.4,6,76.2,0,0,0,0,0,0,0,0,0,0,45.92,543.8,18.23,225.6,0,0,0,0,0,0,2.54,28.4,0,0,1,8,1,7.8,0.15,1.2,0.08,0.4,0,0,0.38,4.4,0,0,0.15,2,0.08,0.6,0.08,0.6,0.08,0.6,0,0,0,0,4.08,52.8,5.77,73.6,0,0,47,533.2,0.38,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0.54,6.8,0.92,11.4,0.38,3.8,0.08,1,0.15,2,0.08,1,0,0,0,0,0,0,0,0,10.44,127.78,6.36,74.98,47.46,728.4,65.31,984.2,0.77,8.8,4.08,52.8,45.92,543.8
00-0034386,Justin Watson,WR,1996,2018,5,7,144,74,215,Pennsylvania,2023,REG,KC,AFC,West,48,2,53,0,0,0,0,0,460,47,0,0,0,21,0,13,10,1,2,0,3,0,3,1,1,1,0,0,27,50,0,928,3,0,0,0,0,0,0,3,5,3,2,3,2,0,0,0,0,82,55,496,999,6,27,460,2,2,0.496496496,27,5,15,44,48,2,53,0,0,0,0,0,460,47,0,0,0,21,0,13,10,1,2,0,3,0,3,1,1,1,0,0,27,50,0,928,3,0,0,0,0,0,0,3,5,3,2,3,2,0,0,0,0,82,55,496,999,0.4,1.8,30.67,111,5,127,0,0,0,0,0,1033,140,0,0,0,48,0,22,18,1,3,0,7,0,8,1,1,1,0,0,65,119,0,2038,7,0,0,0,0,0,0,7,11,6,3,4,3,0,0,0,0,191.3,126.3,1355,2985,0.32,1.48,23.48,3.2,22.2,0.13,1,3.53,25.4,0,0,0,0,0,0,0,0,0,0,30.67,206.6,3.13,28,0,0,0,0,0,0,1.4,9.6,0,0,0.87,4.4,0.67,3.6,0.07,0.2,0.13,0.6,0,0,0.2,1.4,0,0,0.2,1.6,0.07,0.2,0.07,0.2,0.07,0.2,0,0,0,0,1.8,13,3.33,23.8,0,0,61.87,407.6,0.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.4,0.33,2.2,0.2,1.2,0.13,0.6,0.2,0.8,0.13,0.6,0,0,0,0,0,0,0,0,5.47,38.26,3.67,25.26,33.07,271,66.6,597,0.4,2.8,1.8,13,30.67,206.6
