player_id,player_name,position,birth_year,draft_year,draft_round,draft_pick,draft_ovr,height,weight,college,season,season_type,team,conference,division,shotgun,no_huddle,qb_dropback,qb_scramble,pass_attempts,complete_pass,incomplete_pass,passing_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,receptions,targets,passing_air_yards,receiving_air_yards,receiving_touchdown,pass_attempts_redzone,complete_pass_redzone,pass_touchdown_redzone,pass_attempts_gtg,complete_pass_gtg,pass_touchdown_gtg,receptions_redzone,targets_redzone,receiving_touchdown_redzone,receptions_gtg,targets_gtg,receiving_touchdown_gtg,rush_attempts_redzone,rush_touchdown_redzone,rush_attempts_gtg,rush_touchdown_gtg,fantasy_points_ppr,fantasy_points_standard,offense_snaps,team_offense_snaps,total_tds,touches,total_yards,depth_team,games_missed,offense_pct,age,years_exp,games_played_season,games_played_career,season_shotgun,season_no_huddle,season_qb_dropback,season_qb_scramble,season_pass_attempts,season_complete_pass,season_incomplete_pass,season_passing_yards,season_receiving_yards,season_yards_after_catch,season_rush_attempts,season_rushing_yards,season_tackled_for_loss,season_first_down_pass,season_first_down_rush,season_third_down_converted,season_third_down_failed,season_fourth_down_converted,season_fourth_down_failed,season_rush_touchdown,season_pass_touchdown,season_safety,season_interception,season_fumble,season_fumble_lost,season_fumble_forced,season_fumble_not_forced,season_fumble_out_of_bounds,season_receptions,season_targets,season_passing_air_yards,season_receiving_air_yards,season_receiving_touchdown,season_pass_attempts_redzone,season_complete_pass_redzone,season_pass_touchdown_redzone,season_pass_attempts_gtg,season_complete_pass_gtg,season_pass_touchdown_gtg,season_receptions_redzone,season_targets_redzone,season_receiving_touchdown_redzone,season_receptions_gtg,season_targets_gtg,season_receiving_touchdown_gtg,season_rush_attempts_redzone,season_rush_touchdown_redzone,season_rush_attempts_gtg,season_rush_touchdown_gtg,season_fantasy_points_ppr,season_fantasy_points_standard,season_offense_snaps,season_team_offense_snaps,season_total_tds,season_touches,season_total_yards,career_shotgun,career_no_huddle,career_qb_dropback,career_qb_scramble,career_pass_attempts,career_complete_pass,career_incomplete_pass,career_passing_yards,career_receiving_yards,career_yards_after_catch,career_rush_attempts,career_rushing_yards,career_tackled_for_loss,career_first_down_pass,career_first_down_rush,career_third_down_converted,career_third_down_failed,career_fourth_down_converted,career_fourth_down_failed,career_rush_touchdown,career_pass_touchdown,career_safety,career_interception,career_fumble,career_fumble_lost,career_fumble_forced,career_fumble_not_forced,career_fumble_out_of_bounds,career_receptions,career_targets,career_passing_air_yards,career_receiving_air_yards,career_receiving_touchdown,career_pass_attempts_redzone,career_complete_pass_redzone,career_pass_touchdown_redzone,career_pass_attempts_gtg,career_complete_pass_gtg,career_pass_touchdown_gtg,career_receptions_redzone,career_targets_redzone,career_receiving_touchdown_redzone,career_receptions_gtg,career_targets_gtg,career_receiving_touchdown_gtg,career_rush_attempts_redzone,career_rush_touchdown_redzone,career_rush_attempts_gtg,career_rush_touchdown_gtg,career_fantasy_points_ppr,career_fantasy_points_standard,career_offense_snaps,career_team_offense_snaps,career_total_tds,career_touches,career_total_yards,season_average_shotgun,career_average_shotgun,season_average_no_huddle,career_average_no_huddle,season_average_qb_dropback,career_average_qb_dropback,season_average_qb_scramble,career_average_qb_scramble,season_average_pass_attempts,career_average_pass_attempts,season_average_complete_pass,career_average_complete_pass,season_average_incomplete_pass,career_average_incomplete_pass,season_average_passing_yards,career_average_passing_yards,season_average_receiving_yards,career_average_receiving_yards,season_average_yards_after_catch,career_average_yards_after_catch,season_average_rush_attempts,career_average_rush_attempts,season_average_rushing_yards,career_average_rushing_yards,season_average_tackled_for_loss,career_average_tackled_for_loss,season_average_first_down_pass,career_average_first_down_pass,season_average_first_down_rush,career_average_first_down_rush,season_average_third_down_converted,career_average_third_down_converted,season_average_third_down_failed,career_average_third_down_failed,season_average_fourth_down_converted,career_average_fourth_down_converted,season_average_fourth_down_failed,career_average_fourth_down_failed,season_average_rush_touchdown,career_average_rush_touchdown,season_average_pass_touchdown,career_average_pass_touchdown,season_average_safety,career_average_safety,season_average_interception,career_average_interception,season_average_fumble,career_average_fumble,season_average_fumble_lost,career_average_fumble_lost,season_average_fumble_forced,career_average_fumble_forced,season_average_fumble_not_forced,career_average_fumble_not_forced,season_average_fumble_out_of_bounds,career_average_fumble_out_of_bounds,season_average_receptions,career_average_receptions,season_average_targets,career_average_targets,season_average_passing_air_yards,career_average_passing_air_yards,season_average_receiving_air_yards,career_average_receiving_air_yards,season_average_receiving_touchdown,career_average_receiving_touchdown,season_average_pass_attempts_redzone,career_average_pass_attempts_redzone,season_average_complete_pass_redzone,career_average_complete_pass_redzone,season_average_pass_touchdown_redzone,career_average_pass_touchdown_redzone,season_average_pass_attempts_gtg,career_average_pass_attempts_gtg,season_average_complete_pass_gtg,career_average_complete_pass_gtg,season_average_pass_touchdown_gtg,career_average_pass_touchdown_gtg,season_average_receptions_redzone,career_average_receptions_redzone,season_average_targets_redzone,career_average_targets_redzone,season_average_receiving_touchdown_redzone,career_average_receiving_touchdown_redzone,season_average_receptions_gtg,career_average_receptions_gtg,season_average_targets_gtg,career_average_targets_gtg,season_average_receiving_touchdown_gtg,career_average_receiving_touchdown_gtg,season_average_rush_attempts_redzone,career_average_rush_attempts_redzone,season_average_rush_touchdown_redzone,career_average_rush_touchdown_redzone,season_average_rush_attempts_gtg,career_average_rush_attempts_gtg,season_average_rush_touchdown_gtg,career_average_rush_touchdown_gtg,season_average_fantasy_points_ppr,career_average_fantasy_points_ppr,season_average_fantasy_points_standard,career_average_fantasy_points_standard,season_average_offense_snaps,career_average_offense_snaps,season_average_team_offense_snaps,career_average_team_offense_snaps,season_average_total_tds,career_average_total_tds,season_average_touches,career_average_touches,season_average_total_yards,career_average_total_yards
00-0037816,Romeo Doubs,WR,2000,2022,4,27,132,74,204,Nevada,2023,REG,GB,NFC,North,84,13,97,0,0,0,0,0,674,134,0,0,0,41,0,12,13,3,2,0,8,0,3,1,0,1,0,0,59,93,0,1126,8,0,0,0,0,0,0,9,17,7,3,4,3,0,0,0,0,168.4,109.4,845,1097,16,59,674,1,0,0.770282589,23,1,17,30,84,13,97,0,0,0,0,0,674,134,0,0,0,41,0,12,13,3,2,0,8,0,3,1,0,1,0,0,59,93,0,1126,8,0,0,0,0,0,0,9,17,7,3,4,3,0,0,0,0,168.4,109.4,845,1097,0.94,3.47,39.65,137,15,164,0,0,0,0,0,1099,325,1,11,0,61,1,16,25,3,5,0,11,0,3,3,1,3,0,0,101,160,0,1763,11,0,0,0,0,0,0,15,25,10,4,5,4,0,0,0,0,269,168,1374,1979,0.73,3.4,37,4.94,137,0.76,15,5.71,164,0,0,0,0,0,0,0,0,0,0,39.65,1099,7.88,325,0,1,0,11,0,0,2.41,61,0,1,0.71,16,0.76,25,0.18,3,0.12,5,0,0,0.47,11,0,0,0.18,3,0.06,3,0,1,0.06,3,0,0,0,0,3.47,101,5.47,160,0,0,66.24,1763,0.47,11,0,0,0,0,0,0,0,0,0,0,0,0,0.53,15,1,25,0.41,10,0.18,4,0.24,5,0.18,4,0,0,0,0,0,0,0,0,9.91,269,6.44,168,49.71,1374,64.53,1979,0.94,22,3.47,102,39.65,1110
00-0037834,Brock Purdy,QB,1999,2022,7,41,262,73,220,Iowa State,2023,REG,SF,NFC,West,393,15,486,17,433,308,125,4280,0,2034,39,144,0,192,15,58,66,3,1,2,31,0,11,6,2,3,3,0,0,0,3636,0,0,68,49,19,13,7,7,0,0,0,0,0,0,7,2,2,2,355.6,355.6,936,1005,33,472,4424,1,1,0.931343284,23,1,16,25,393,15,486,17,433,308,125,4280,0,2034,39,144,0,192,15,58,66,3,1,2,31,0,11,6,2,3,3,0,0,0,3636,0,0,68,49,19,13,7,7,0,0,0,0,0,0,7,2,2,2,355.6,355.6,936,1005,2.06,29.5,276.5,548,22,673,23,599,422,177,5654,0,2740,61,157,1,258,20,83,97,5,2,3,44,0,15,6,2,3,3,0,0,0,4753,0,0,87,64,25,20,13,13,0,0,0,0,0,0,14,3,7,3,487.86,487.86,1316,1632,1.88,26.4,232.44,24.56,548,0.94,22,30.38,673,1.06,23,27.06,599,19.25,422,7.81,177,267.5,5654,0,0,127.12,2740,2.44,61,9,157,0,1,12,258,0.94,20,3.62,83,4.12,97,0.19,5,0.06,2,0.12,3,1.94,44,0,0,0.69,15,0.38,6,0.12,2,0.19,3,0.19,3,0,0,0,0,0,0,227.25,4753,0,0,0,0,4.25,87,3.06,64,1.19,25,0.81,20,0.44,13,0.44,13,0,0,0,0,0,0,0,0,0,0,0,0,0.44,14,0.12,3,0.12,7,0.12,3,22.22,487.86,22.22,487.86,58.5,1316,62.81,1632,2.06,47,29.5,660,276.5,5811
00-0037838,Isaiah Likely,TE,2000,2022,4,34,139,76,245,Coastal Carolina,2023,REG,BAL,AFC,North,36,2,40,0,0,0,0,0,411,216,0,0,0,15,0,3,6,1,0,0,5,0,0,0,0,0,0,0,30,40,0,249,5,0,0,0,0,0,0,6,7,2,0,0,0,0,0,0,0,101.1,71.1,435,872,10,30,411,2,4,0.498853211,23,1,13,27,36,2,40,0,0,0,0,0,411,216,0,0,0,15,0,3,6,1,0,0,5,0,0,0,0,0,0,0,30,40,0,249,5,0,0,0,0,0,0,6,7,2,0,0,0,0,0,0,0,101.1,71.1,435,872,0.77,2.31,31.62,96,4,100,0,0,0,0,0,784,367,0,0,0,33,0,7,25,1,0,0,8,0,1,0,0,0,0,0,66,99,0,654,8,0,0,0,0,0,0,12,18,4,0,1,0,0,0,0,0,190.4,124.4,807,1767,0.59,2.44,29.04,2.77,96,0.15,4,3.08,100,0,0,0,0,0,0,0,0,0,0,31.62,784,16.62,367,0,0,0,0,0,0,1.15,33,0,0,0.23,7,0.46,25,0.08,1,0,0,0,0,0.38,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.31,66,3.08,99,0,0,19.15,654,0.38,8,0,0,0,0,0,0,0,0,0,0,0,0,0.46,12,0.54,18,0.15,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.78,190.4,5.47,124.4,33.46,807,67.08,1767,0.77,16,2.31,66,31.62,784
00-0037840,Kyren Williams,RB,2000,2022,5,21,164,69,202,Notre Dame,2023,REG,LA,NFC,West,98,13,42,0,0,0,0,0,143,207,213,1001,15,5,56,15,17,0,1,12,1,0,1,3,2,3,0,0,26,41,0,17,1,0,0,0,0,0,0,2,10,1,1,1,0,52,11,18,9,210.4,184.4,637,760,14,239,1144,1,6,0.838157895,23,1,11,15,98,13,42,0,0,0,0,0,143,207,213,1001,15,5,56,15,17,0,1,12,1,0,1,3,2,3,0,0,26,41,0,17,1,0,0,0,0,0,0,2,10,1,1,1,0,52,11,18,9,210.4,184.4,637,760,1.27,21.73,104,101,13,45,0,0,0,0,0,156,234,226,1051,16,5,58,15,18,0,1,12,1,0,1,3,2,3,0,0,28,44,0,7,1,0,0,0,0,0,0,2,10,1,1,1,0,52,11,18,9,218.7,190.7,671,984,0.93,16.93,80.47,8.91,101,1.18,13,3.82,45,0,0,0,0,0,0,0,0,0,0,13,156,18.82,234,19.36,226,91,1051,1.36,16,0.45,5,5.09,58,1.36,15,1.55,18,0,0,0.09,1,1.09,12,0.09,1,0,0,0.09,1,0.27,3,0.18,2,0.27,3,0,0,0,0,2.36,28,3.73,44,0,0,1.55,7,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0.18,2,0.91,10,0.09,1,0.09,1,0.09,1,0,0,4.73,52,1,11,1.64,18,0.82,9,19.13,218.7,16.76,190.7,57.91,671,69.09,984,1.27,14,21.73,254,104,1207
00-0038040,Zamir White,RB,1999,2022,4,17,122,71,227,Georgia,2023,REG,LV,AFC,West,31,5,19,0,0,0,0,0,98,94,104,451,7,4,19,2,2,0,1,1,0,0,0,1,1,1,0,0,15,19,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,16,1,3,1,72.9,57.9,227,798,1,119,549,2,4,0.284461153,23,1,13,24,31,5,19,0,0,0,0,0,98,94,104,451,7,4,19,2,2,0,1,1,0,0,0,1,1,1,0,0,15,19,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,16,1,3,1,72.9,57.9,227,798,0.08,9.15,42.23,33,5,19,0,0,0,0,0,98,94,121,521,10,4,23,3,2,0,1,1,0,0,0,1,1,1,0,0,15,19,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,18,1,3,1,79.9,64.9,262,1507,0.04,5.67,25.79,2.38,33,0.38,5,1.46,19,0,0,0,0,0,0,0,0,0,0,7.54,98,7.23,94,8,121,34.69,521,0.54,10,0.31,4,1.46,23,0.15,3,0.15,2,0,0,0.08,1,0.08,1,0,0,0,0,0,0,0.08,1,0.08,1,0.08,1,0,0,0,0,1.15,15,1.46,19,0,0,0.31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,2,0.15,2,0,0,0,0,0,0,0,0,1.23,18,0.08,1,0.23,3,0.08,1,5.61,79.9,4.45,64.9,17.46,262,61.38,1507,0.08,1,9.15,136,42.23,619
00-0038041,Jake Ferguson,TE,1999,2022,4,24,129,77,244,Wisconsin,2023,REG,DAL,NFC,East,86,8,102,0,0,0,0,0,761,425,0,0,0,40,0,11,17,3,0,0,5,0,1,0,0,0,0,0,71,101,0,514,5,0,0,0,0,0,0,13,25,5,4,9,3,0,0,0,0,175.1,104.1,880,1184,10,71,761,1,0,0.743243243,24,1,17,28,86,8,102,0,0,0,0,0,761,425,0,0,0,40,0,11,17,3,0,0,5,0,1,0,0,0,0,0,71,101,0,514,5,0,0,0,0,0,0,13,25,5,4,9,3,0,0,0,0,175.1,104.1,880,1184,0.59,4.18,44.76,93,11,124,0,0,0,0,0,935,549,0,0,0,48,0,11,19,3,0,0,7,0,1,0,0,0,0,0,90,123,0,591,7,0,0,0,0,0,0,16,28,7,5,10,4,0,0,0,0,223.5,133.5,1196,1929,0.5,3.21,33.39,5.06,93,0.47,11,6,124,0,0,0,0,0,0,0,0,0,0,44.76,935,25,549,0,0,0,0,0,0,2.35,48,0,0,0.65,11,1,19,0.18,3,0,0,0,0,0.29,7,0,0,0.06,1,0,0,0,0,0,0,0,0,0,0,4.18,90,5.94,123,0,0,30.24,591,0.29,7,0,0,0,0,0,0,0,0,0,0,0,0,0.76,16,1.47,28,0.29,7,0.24,5,0.53,10,0.18,4,0,0,0,0,0,0,0,0,10.3,223.5,6.12,133.5,51.76,1196,69.65,1929,0.59,14,4.18,90,44.76,935
00-0038090,Skyy Moore,WR,2000,2022,2,22,54,70,195,Western Michigan,2023,REG,KC,AFC,West,36,2,38,0,0,0,0,0,244,109,3,23,0,13,1,5,8,0,1,0,1,0,3,0,0,0,0,0,21,35,0,339,1,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,47.7,26.7,479,875,2,24,267,1,4,0.547428571,22,1,13,27,36,2,38,0,0,0,0,0,244,109,3,23,0,13,1,5,8,0,1,0,1,0,3,0,0,0,0,0,21,35,0,339,1,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,47.7,26.7,479,875,0.15,1.85,20.54,69,2,71,0,0,0,0,0,494,260,6,47,0,26,2,9,11,0,1,0,1,0,6,0,0,0,0,0,43,65,0,597,1,0,0,0,0,0,0,4,7,1,0,0,0,1,0,0,0,91.1,48.1,782,1839,0.07,1.81,20.04,2.77,69,0.15,2,2.92,71,0,0,0,0,0,0,0,0,0,0,18.77,494,8.38,260,0.23,6,1.77,47,0,0,1,26,0.08,2,0.38,9,0.62,11,0,0,0.08,1,0,0,0.08,1,0,0,0.23,6,0,0,0,0,0,0,0,0,0,0,1.62,43,2.69,65,0,0,26.08,597,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23,4,0.46,7,0.08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.67,91.1,2.05,48.1,36.85,782,67.31,1839,0.15,2,1.85,49,20.54,541
00-0038102,Kenny Pickett,QB,1998,2022,1,20,20,75,220,Pittsburgh,2023,REG,PIT,AFC,North,324,30,361,14,320,201,119,2070,0,1038,42,54,1,91,12,46,88,3,3,1,6,0,4,2,0,1,1,1,0,0,2288,0,0,32,14,3,6,4,2,0,0,0,0,0,0,5,1,2,1,122.2,122.2,670,750,7,362,2124,1,5,0.893333333,25,1,12,25,324,30,361,14,320,201,119,2070,0,1038,42,54,1,91,12,46,88,3,3,1,6,0,4,2,0,1,1,1,0,0,2288,0,0,32,14,3,6,4,2,0,0,0,0,0,0,5,1,2,1,122.2,122.2,670,750,0.58,30.17,177,735,89,806,42,700,446,254,4474,0,2080,97,291,3,214,35,102,171,10,7,4,13,0,13,6,1,3,3,2,0,0,5245,0,0,84,36,8,14,6,2,0,0,0,0,0,0,16,4,8,4,281.06,281.06,1474,1660,0.68,31.88,190.6,27,735,2.5,89,30.08,806,1.17,42,26.67,700,16.75,446,9.92,254,172.5,4474,0,0,86.5,2080,3.5,97,4.5,291,0.08,3,7.58,214,1,35,3.83,102,7.33,171,0.25,10,0.25,7,0.08,4,0.5,13,0,0,0.33,13,0.17,6,0,1,0.08,3,0.08,3,0.08,2,0,0,0,0,190.67,5245,0,0,0,0,2.67,84,1.17,36,0.25,8,0.5,14,0.33,6,0.17,2,0,0,0,0,0,0,0,0,0,0,0,0,0.42,16,0.08,4,0.17,8,0.08,4,10.18,281.06,10.18,281.06,55.83,1474,62.5,1660,0.58,17,30.17,797,177,4765
00-0038104,Tyquan Thornton,WR,2000,2022,2,18,50,74,185,Baylor,2023,REG,NE,AFC,East,16,1,20,0,0,0,0,0,83,44,3,51,0,3,1,0,9,0,1,0,0,0,0,0,0,0,0,0,11,20,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.4,13.4,196,415,0,14,134,2,10,0.472289157,23,1,7,16,16,1,20,0,0,0,0,0,83,44,3,51,0,3,1,0,9,0,1,0,0,0,0,0,0,0,0,0,11,20,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.4,13.4,196,415,0,2,19.14,42,6,52,0,0,0,0,0,267,82,3,51,0,12,1,4,13,1,2,0,1,0,1,0,0,0,0,0,26,51,0,692,1,0,0,0,0,0,0,2,3,1,0,1,0,1,0,0,0,61.8,35.8,594,982,0.12,1.81,19.88,2.29,42,0.14,6,2.86,52,0,0,0,0,0,0,0,0,0,0,11.86,267,6.29,82,0.43,3,7.29,51,0,0,0.43,12,0.14,1,0,4,1.29,13,0,1,0.14,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.57,26,2.86,51,0,0,26.14,692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,1,0,0,0.14,1,0,0,0,0,0,0,3.49,61.8,1.91,35.8,28,594,59.29,982,0,2,2,29,19.14,318
00-0038117,Wan'Dale Robinson,WR,2001,2022,2,11,43,68,185,Kentucky,2023,REG,NYG,NFC,East,73,12,78,0,0,0,0,0,525,287,9,87,0,29,4,9,12,2,1,1,1,0,0,0,0,0,0,0,60,78,0,410,1,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,133.2,73.2,641,966,3,69,612,2,2,0.663561077,22,1,15,20,73,12,78,0,0,0,0,0,525,287,9,87,0,29,4,9,12,2,1,1,1,0,0,0,0,0,0,0,60,78,0,410,1,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,133.2,73.2,641,966,0.2,4.6,40.8,102,18,108,0,0,0,0,0,747,413,11,86,1,41,4,15,17,2,1,1,2,0,0,0,0,0,0,0,82,108,0,597,2,0,0,0,0,0,0,4,5,2,1,1,1,1,0,0,0,183.3,101.3,861,1318,0.25,4.65,41.65,4.87,102,0.8,18,5.2,108,0,0,0,0,0,0,0,0,0,0,35,747,19.13,413,0.6,11,5.8,86,0,1,1.93,41,0.27,4,0.6,15,0.8,17,0.13,2,0.07,1,0.07,1,0.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,5.2,108,0,0,27.33,597,0.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4,0.2,5,0.07,2,0,1,0,1,0,1,0.07,1,0,0,0,0,0,0,8.88,183.3,4.88,101.3,42.73,861,64.4,1318,0.2,5,4.6,93,40.8,833
00-0038120,Breece Hall,RB,2001,2022,2,4,36,71,217,Iowa State,2023,REG,NYJ,AFC,East,132,17,95,0,0,0,0,0,591,649,224,994,31,28,40,11,27,3,1,5,4,0,1,2,0,2,0,1,76,94,0,-48,4,0,0,0,0,0,0,5,6,2,1,1,1,25,2,2,1,286.5,210.5,667,1103,13,300,1585,1,0,0.604714415,22,1,17,24,132,17,95,0,0,0,0,0,591,649,224,994,31,28,40,11,27,3,1,5,4,0,1,2,0,2,0,1,76,94,0,-48,4,0,0,0,0,0,0,5,6,2,1,1,1,25,2,2,1,286.5,210.5,667,1103,0.76,17.65,93.24,189,21,126,0,0,0,0,0,809,815,304,1457,40,36,60,19,36,3,2,9,5,0,2,3,1,3,0,1,95,124,0,104,5,0,0,0,0,0,0,8,10,3,1,1,1,40,4,9,3,398.6,303.6,900,1579,0.79,16.62,94.42,7.76,189,1,21,5.59,126,0,0,0,0,0,0,0,0,0,0,34.76,809,38.18,815,13.18,304,58.47,1457,1.82,40,1.65,36,2.35,60,0.65,19,1.59,36,0.18,3,0.06,2,0.29,9,0.24,5,0,0,0.06,2,0.12,3,0,1,0.12,3,0,0,0.06,1,4.47,95,5.53,124,0,0,-2.82,104,0.24,5,0,0,0,0,0,0,0,0,0,0,0,0,0.29,8,0.35,10,0.12,3,0.06,1,0.06,1,0.06,1,1.47,40,0.12,4,0.12,9,0.06,3,16.85,398.6,12.38,303.6,39.24,900,64.88,1579,0.76,19,17.65,399,93.24,2266
00-0038122,Desmond Ridder,QB,1999,2022,3,10,74,76,215,Cincinnati,2023,REG,ATL,NFC,South,393,81,440,19,376,249,127,2836,-6,1222,53,193,3,136,18,51,78,4,8,5,12,1,12,12,7,7,5,1,1,1,3184,-6,0,47,32,9,13,6,3,0,0,0,0,0,0,12,5,2,1,190.14,189.14,850,994,17,430,3023,1,2,0.855130785,24,1,15,19,393,81,440,19,376,249,127,2836,-6,1222,53,193,3,136,18,51,78,4,8,5,12,1,12,12,7,7,5,1,1,1,3184,-6,0,47,32,9,13,6,3,0,0,0,0,0,0,12,5,2,1,190.14,189.14,850,994,1.13,28.67,201.53,509,101,575,30,491,322,169,3544,-6,1550,69,257,3,173,22,65,104,6,12,5,14,1,12,15,9,7,8,1,1,1,4124,-6,0,65,41,11,16,8,5,0,0,0,0,0,0,17,5,4,1,230.86,229.86,1121,1269,1,29.53,199.74,26.2,509,5.4,101,29.33,575,1.27,30,25.07,491,16.6,322,8.47,169,189.07,3544,-0.4,-6,81.47,1550,3.53,69,12.87,257,0.2,3,9.07,173,1.2,22,3.4,65,5.2,104,0.27,6,0.53,12,0.33,5,0.8,14,0.07,1,0.8,12,0.8,15,0.47,9,0.47,7,0.33,8,0.07,1,0.07,1,0.07,1,212.27,4124,-0.4,-6,0,0,3.13,65,2.13,41,0.6,11,0.87,16,0.4,8,0.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.8,17,0.33,5,0.13,4,0.07,1,12.68,230.86,12.61,229.86,56.67,1121,66.27,1269,1.13,19,28.67,561,201.53,3795
00-0038124,Christian Watson,WR,1999,2022,2,2,34,76,208,North Dakota State,2023,REG,GB,NFC,North,47,4,53,0,0,0,0,0,422,105,4,11,1,20,1,8,11,0,0,0,5,0,5,0,0,0,0,0,28,48,0,817,5,0,0,0,0,0,0,6,11,5,1,2,1,1,0,0,0,91.3,63.3,446,579,10,32,433,1,8,0.77029361,24,1,9,21,47,4,53,0,0,0,0,0,422,105,4,11,1,20,1,8,11,0,0,0,5,0,5,0,0,0,0,0,28,48,0,817,5,0,0,0,0,0,0,6,11,5,1,2,1,1,0,0,0,91.3,63.3,446,579,1.11,3.56,48.11,85,6,112,0,0,0,0,0,990,331,10,84,2,47,3,17,21,4,1,2,12,0,6,0,0,0,0,0,64,106,0,1690,12,0,0,0,0,0,0,14,23,9,3,6,1,3,1,0,0,243.4,179.4,891,1354,1.24,3.52,51.14,5.22,85,0.44,6,5.89,112,0,0,0,0,0,0,0,0,0,0,46.89,990,11.67,331,0.44,10,1.22,84,0.11,2,2.22,47,0.11,3,0.89,17,1.22,21,0,4,0,1,0,2,0.56,12,0,0,0.56,6,0,0,0,0,0,0,0,0,0,0,3.11,64,5.33,106,0,0,90.78,1690,0.56,12,0,0,0,0,0,0,0,0,0,0,0,0,0.67,14,1.22,23,0.56,9,0.11,3,0.22,6,0.11,1,0.11,3,0,1,0,0,0,0,10.14,243.4,7.03,179.4,49.56,891,64.33,1354,1.11,26,3.56,74,48.11,1074
00-0038129,Cade Otton,TE,1999,2022,4,1,106,77,247,Washington,2023,REG,TB,NFC,South,60,5,67,0,0,0,0,0,452,220,0,0,0,22,0,4,12,0,1,0,4,0,1,1,1,1,0,0,47,66,0,452,4,0,0,0,0,0,0,8,11,4,2,2,2,0,0,0,0,111.2,64.2,1003,1041,8,47,452,1,1,0.963496638,24,1,16,30,60,5,67,0,0,0,0,0,452,220,0,0,0,22,0,4,12,0,1,0,4,0,1,1,1,1,0,0,47,66,0,452,4,0,0,0,0,0,0,8,11,4,2,2,2,0,0,0,0,111.2,64.2,1003,1041,0.5,2.94,28.25,115,23,132,0,0,0,0,0,843,394,0,0,0,41,0,10,20,0,2,0,6,0,1,1,1,1,0,0,89,131,0,836,6,0,0,0,0,0,0,14,27,6,4,5,4,0,0,0,0,204.3,115.3,1740,2059,0.4,2.97,28.1,3.75,115,0.31,23,4.19,132,0,0,0,0,0,0,0,0,0,0,28.25,843,13.75,394,0,0,0,0,0,0,1.38,41,0,0,0.25,10,0.75,20,0,0,0.06,2,0,0,0.25,6,0,0,0.06,1,0.06,1,0.06,1,0.06,1,0,0,0,0,2.94,89,4.12,131,0,0,28.25,836,0.25,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5,14,0.69,27,0.25,6,0.12,4,0.12,5,0.12,4,0,0,0,0,0,0,0,0,6.95,204.3,4.01,115.3,62.69,1740,65.06,2059,0.5,12,2.94,89,28.25,843
